p780_B3_outerconcat,qjs,18734734,,armv8_pmuv3_1/cycles/,4807632,100.00,,
p780_B3_outerconcat,qjs,770967,,armv8_pmuv3_1/stall_frontend/,4807632,100.00,,
p780_B3_outerconcat,qjs,35945598,,armv8_pmuv3_1/mem_access/,4807632,100.00,,
p780_B3_outerconcat,zjs,115413793,,armv8_pmuv3_1/instructions/,6543776,100.00,4.52,insn per cycle
p780_B3_outerconcat,zjs,25506132,,armv8_pmuv3_1/cycles/,6543776,100.00,,
p780_B3_outerconcat,zjs,1189162,,armv8_pmuv3_1/stall_frontend/,6543776,100.00,,
p780_B3_outerconcat,zjs,54302430,,armv8_pmuv3_1/mem_access/,6543776,100.00,,
p780_B3_outerconcat,zjs,115369090,,armv8_pmuv3_1/instructions/,6199488,100.00,4.77,insn per cycle
p780_B3_outerconcat,zjs,24168830,,armv8_pmuv3_1/cycles/,6199488,100.00,,
p780_B3_outerconcat,zjs,1285662,,armv8_pmuv3_1/stall_frontend/,6199488,100.00,,
p780_B3_outerconcat,zjs,54277700,,armv8_pmuv3_1/mem_access/,6199488,100.00,,
p780_B3_outerconcat,qjs,102995859,,armv8_pmuv3_1/instructions/,4854416,100.00,5.44,insn per cycle
p780_B3_outerconcat,qjs,18916025,,armv8_pmuv3_1/cycles/,4854416,100.00,,
p780_B3_outerconcat,qjs,799286,,armv8_pmuv3_1/stall_frontend/,4854416,100.00,,
p780_B3_outerconcat,qjs,35961162,,armv8_pmuv3_1/mem_access/,4854416,100.00,,
